analytics_matchkey,industry_code_kind_of_business,reporting_subscriber_code,public_record_type_code,effective_date_date_verified,filed_date,paid_date,amount,public_record_source_type_code,equal_credit_opportunity_act_code,legislative_prohibited_code,plaintiff_name,attorney_name,docket_number
1472896,ZP,6,PC,20130702,20110112,20130617,1856,CI,I,1,,,
1472902,ZP,35B,7X,20120329,20111219,20120328,,FE,C,1,,,
1472903,ZP,461,RL,20120425,20070611,20110113,0,RD,I,1,,,
1472904,ZP,461,RL,20120425,20070611,20110113,0,RD,I,1,,,
1472906,ZP,102,RL,20100707,20090824,20100701,670,RD,I,1,,,
1472910,ZP,08S,7X,20091205,20090818,20091203,,FE,C,1,,,
1472913,ZP,173,SL,20141105,20141020,,820,RD,C,1,,,
1472915,ZP,794,PC,20160506,20120323,20160223,1247,CI,I,1,,,
1472915,ZP,794,PC,20160907,20110428,20160623,1100,CI,I,1,,,
1472915,ZP,794,PC,20160617,20130322,20160328,1575,CI,I,1,,,
1472927,ZP,13,PC,20160726,20160202,20160513,2388,CI,I,2,,,
1472927,ZP,204,7X,20100904,20100518,20100903,,FE,I,1,,,
1472943,ZP,49,CJ,20150707,20150629,,589,CI,I,1,,,
1472943,ZP,49,CJ,20150120,20141117,,3870,CI,I,2,,,
1472943,ZP,49,CJ,20130409,20130401,,1562,CI,I,1,,,
1472943,ZP,49,CJ,20111004,20110926,,566,CI,I,1,,,
1472944,ZP,37,PC,20150630,20100618,20101027,295,CI,C,2,,,
1472944,ZP,485,7X,20090212,20080425,20090204,,FE,I,1,,,
1472945,ZP,304,SL,20160809,20160804,,1939,RD,I,1,,,
1472945,ZP,282,CJ,20110205,20110201,,1342,CI,I,1,,,
1472945,ZP,282,CJ,20100206,20100112,,4908,CI,I,1,,,
1472960,ZP,03F,7X,20121212,20120729,20121211,,FE,I,1,,,
1472964,ZP,306,3F,20120710,20120709,,,FE,I,1,,,
1472967,Z,495,PC,20121219,20110302,20110622,762,CI,I,2,,,
1472967,ZP,524,PC,20150708,20120605,20140210,1742,CI,I,1,,,
1472967,ZP,496,SL,20130123,20130114,,570,RD,I,1,,,
1472967,ZP,496,SL,20160409,20160401,,213,RD,I,1,,,
1472968,ZP,496,SL,20160409,20160401,,213,RD,I,1,,,
1472968,Z,495,PC,20121219,20110302,20110622,762,CI,I,2,,,
1472968,ZP,496,SL,20130123,20130114,,570,RD,I,1,,,
1472968,ZP,524,PC,20150708,20120605,20140210,1742,CI,I,1,,,
1472972,ZP,157,PC,20140124,20130624,20131223,753,CI,I,2,,,
1472975,ZP,141,CJ,20150312,20150302,,1005,CI,I,1,,,
1472975,ZP,259,7X,20101014,20100618,20101012,,FE,C,1,,,
1472981,ZP,26E,PC,20130320,20121024,20130227,404,CI,I,1,,,
1472981,ZP,974,RL,20130104,20120710,20121218,321,RD,I,1,,,
1472981,ZP,974,RL,20120607,20110708,20120501,645,RD,I,1,,,
1472981,ZP,25C,PC,20130716,20130102,20130320,213,CI,C,1,,,
1472981,ZP,974,RL,20110106,20100809,20101222,243,RD,I,1,,,
1472982,ZP,74,CJ,20140312,20140228,,1424,CI,I,1,,,
1472985,ZP,5,7X,20100219,20090430,20100218,,FE,I,1,,,
1472986,Z,539,RL,20110809,20101210,20110222,326,RD,I,1,,,
1472988,ZP,15M,7X,20081212,20080827,20081210,,FE,C,1,,,
1472990,ZP,236,CJ,20130111,20121204,,2648,CI,I,2,,,
1472995,ZP,974,RL,20160203,20150908,20160114,2455,RD,I,1,,,
1472995,ZP,974,SL,20160803,20160711,,801,RD,I,1,,,
1472999,ZP,29P,CJ,20150523,20150428,,805,CI,I,1,,,
1473000,ZP,700,7X,20120724,20120322,20120723,,FE,C,1,,,
1473008,ZP,108,7X,20131221,20130903,20131220,,FE,I,1,,,
1473009,ZP,108,7X,20131221,20130903,20131220,,FE,I,1,,,
1473014,ZP,47,CJ,20140806,20140722,,9972,CI,I,1,,,
1473017,ZP,79,RL,20160924,20131015,20151207,388,RD,C,1,,,
1473017,ZP,79,RL,20160830,20121116,20151028,658,RD,C,1,,,
1473020,ZP,974,RL,20121108,20120807,20121022,482,RD,I,1,,,
1473022,ZP,43,RL,20160524,20120808,20160517,5826,RD,C,1,,,
1473022,ZP,43,RL,20160609,20140422,20140522,410,RD,C,1,,,
1473023,ZP,43,RL,20160609,20140422,20160602,410,RD,C,1,,,
1473023,ZP,43,RL,20160524,20120808,20160517,5826,RD,C,1,,,
1473026,ZP,20P,CJ,20100701,20100610,,7309,CI,I,1,,,
1473033,ZP,156,SL,20160913,20160708,,933,RD,C,1,,,
1473033,ZP,156,PL,20160401,20150805,20160217,121,RD,C,1,,,
1473034,ZP,280,7X,20091203,20090830,20091202,,FE,C,1,,,
1473035,ZP,162,CJ,20160927,20160629,,1483,CI,I,2,,,
1473035,ZP,162,PC,20160916,20130819,20141015,1682,CI,I,2,,,
1473035,ZP,162,PC,20160917,20130125,20130307,896,CI,I,2,,,
1473038,ZP,304,7X,20091001,20090609,20090930,,FE,I,1,,,
1473042,ZP,74,PC,20111206,20110707,20111026,604,CI,I,1,,,
1473045,ZP,445,CJ,20101116,20100722,,1500,CI,I,1,,,
1473051,ZP,974,RL,20100702,20090417,20100615,1687,RD,I,1,,,
1473051,ZP,974,SL,20160804,20160711,,960,RD,I,1,,,
1473053,ZP,25N,RL,20111004,20110330,20110927,2764,RD,I,1,,,
1473062,ZP,118,CJ,20150418,20150317,,435,MU,I,1,,,
1473070,Z,150,PC,20131220,20130528,20131212,832,CI,C,2,,,
1473074,ZP,418,7X,20100324,20091214,20100323,,FE,C,1,,,
1473075,ZP,26P,7X,20140110,20130822,20140109,,FE,I,1,,,
1473079,ZP,35P,3D,20140221,20120305,20140220,,FE,C,1,,,
1473092,ZP,203,7X,20150603,20150306,20150602,,FE,I,1,,,
1473095,ZP,16K,CJ,20140919,20140617,,4000,CI,I,1,,,
1473096,ZP,16K,CJ,20140919,20140617,,4000,CI,I,1,,,
1473101,ZP,26L,7X,20120405,20111230,20120403,,FE,I,1,,,
1473101,ZP,323,CB,20110128,20110110,20111230,10658,MU,I,1,,,
1473103,ZP,694,7F,20160714,20160713,,,FE,I,1,,,
1473107,ZP,373,7X,20140418,20140122,20140416,,FE,C,1,,,
1473117,ZP,35Q,7X,20080312,20071204,20080311,,FE,C,1,,,
1473118,ZP,706,7X,20120828,20120517,20120827,,FE,C,1,,,
1473119,ZP,398,PC,20111214,20110926,20111121,271,CI,I,2,,,
1473132,ZP,97,RL,20141217,20140131,20141205,597,RD,C,1,,,
1473144,Z,104,CJ,20150721,20141118,,6978,CI,C,2,,,
1473152,ZP,26P,7X,20091006,20090608,20091005,,FE,I,1,,,
1473153,ZP,57A,CJ,20140819,20101209,,8997,CI,I,1,,,
1473156,ZP,47,7X,20100602,20100217,20100601,,FE,C,1,,,
1473159,ZP,35B,3X,20160302,20100325,20160301,,FE,C,1,,,
1473163,ZP,108,7X,20140917,20140616,20140916,,FE,I,1,,,
1473166,ZP,1,7X,20090717,20090415,20090715,,FE,I,1,,,
1473168,ZP,95,CJ,20121107,20120920,,743,RD,C,1,,,
1473171,ZP,161,CJ,20141111,20141107,,1073,CI,I,1,,,
1473173,ZP,16D,7X,20130726,20130419,20130725,,FE,C,1,,,
1473174,ZP,296,CJ,20091128,20091103,,1016,CI,I,1,,,
1473179,ZP,25N,RL,20150901,20101105,20150807,2839,RD,I,1,,,
1473197,ZP,278,CB,20130509,20130501,20130503,1586,CI,I,1,,,
1473197,ZP,108,7X,20130824,20130503,20130823,,FE,I,1,,,
1473216,ZP,41,RL,20140917,20140506,20140915,507,RD,I,1,,,
1473220,ZP,552,CJ,20160224,20160216,,617,CI,C,2,,,
1473227,ZP,78,CB,20100508,20100426,20100512,2995,CI,I,1,,,
1473227,ZP,418,7X,20100824,20100512,20100823,,FE,C,1,,,
1473228,ZP,418,7X,20140821,20140514,20140820,,FE,I,1,,,
1473228,ZP,78,CB,20131220,20131126,20140514,1514,CI,I,1,,,
1473228,ZP,78,CB,20121103,20121009,20140514,2006,CI,I,1,,,
1473228,ZP,78,CB,20110507,20110420,20140514,5795,CI,I,1,,,
1473233,ZP,135,7X,20090529,20090222,20090527,,FE,C,1,,,
1473233,Z,93,PC,20130629,20120212,20130411,2100,CI,I,1,,,
1473239,ZP,126,CJ,20150429,20150318,,1985,CI,I,1,,,
1473239,ZP,126,CJ,20140829,20140813,,2399,CI,I,1,,,
1473240,ZP,2,7X,20130807,20130501,20130806,,FE,C,1,,,
1473254,ZP,26Y,CJ,20110126,20110113,,2515,CI,C,1,,,
1473280,ZP,25J,RL,20110315,20090811,20110215,4268,RD,I,1,,,
1473286,ZP,15,PC,20150310,20120103,20150302,2792,CI,I,1,,,
1473286,ZP,15,PC,20110107,20101130,20101227,431,CI,I,2,,,
1473287,ZP,15,PC,20110107,20101130,20101227,431,CI,I,2,,,
1473287,ZP,15,PC,20150310,20120103,20150302,2792,CI,I,1,,,
1473311,ZP,35P,7X,20140225,20131106,20140224,,FE,I,1,,,
1473311,ZP,115,CB,20140702,20110106,20131106,12318,MU,I,1,,,
1473312,Z,113,PC,20120105,20110912,20111219,490,CI,I,2,,,
1473312,Z,111,CJ,20100828,20100816,,1569,CI,C,1,,,
1473312,Z,97,CJ,20131107,20131031,,1045,CI,I,2,,,
1473319,ZP,137,RL,20140520,20101202,20140414,499,RD,I,1,,,
1473319,ZP,56,CJ,20101202,20101109,,1456,CI,I,1,,,
1473319,ZP,137,PF,20131001,20100702,20130923,5649,RD,I,1,,,
1473320,ZP,137,CJ,20141230,20140919,,355,CI,I,1,,,
1473320,ZP,170,PC,20140703,20131104,20140519,2257,CI,C,1,,,
1473320,ZP,170,CJ,20140219,20130624,,2275,CI,C,1,,,
1473320,ZP,170,CJ,20120614,20120227,,860,CI,I,1,,,
1473320,ZP,137,CJ,20101103,20100910,,7960,CI,I,1,,,
1473320,ZP,172,CJ,20100924,20100223,,5000,CI,C,1,,,
1473320,ZP,137,CJ,20141230,20140919,,297,CI,I,1,,,
1473321,ZP,63,CJ,20160227,20121119,,6725,RD,I,1,,,
1473321,ZP,63,CJ,20160301,20130812,,3541,RD,I,1,,,
1473328,ZP,08S,7X,20130517,20121227,20130516,,FE,I,1,,,
1473337,Z,50,CB,20130206,20120726,20120731,9714,CI,I,1,,,
1473337,Z,50,CB,20120704,20120604,20120731,6897,CI,I,2,,,
1473337,ZP,530,7X,20121109,20120731,20121107,,FE,C,1,,,
1473339,ZP,529,7X,20081212,20080909,20081210,,FE,C,1,,,
1473341,ZP,82,3D,20131122,20120208,20131121,,FE,C,1,,,
1473341,Z,109,PC,20131109,20100719,20131031,956,CI,I,1,,,
1473342,ZP,445,7X,20090717,20090402,20090715,,FE,I,1,,,
1473342,ZP,445,3F,20130605,20130604,,,FE,I,1,,,
1473343,ZP,445,7X,20090717,20090402,20090715,,FE,I,1,,,
1473343,ZP,445,3F,20130605,20130604,,,FE,I,1,,,
1473351,ZP,374,3D,20141015,20111031,20141014,,FE,I,1,,,
1473351,ZP,109,CJ,20150715,20150420,,7851,CI,I,1,,,
1473355,ZP,82,7X,20150613,20110213,20110603,,BK,I,1,,,
1473358,ZP,830,3X,20151110,20110222,20151109,,FE,C,1,,,
1473378,ZP,218,7X,20141231,20140917,20141229,,FE,I,1,,,
1473387,ZP,49,CJ,20130514,20130502,,7709,CI,I,1,,,
1473387,ZP,49,CJ,20120320,20120208,,4241,CI,I,1,,,
1473388,ZP,71,CJ,20110706,20110526,,1341,CI,I,1,,,
1473388,ZP,71,CJ,20110727,20110627,,1242,CI,I,1,,,
1473401,ZP,170,CJ,20160802,20160616,,243,CI,I,1,,,
1473407,ZP,206,7X,20111112,20110727,20111111,,FE,C,1,,,
1473415,ZP,116,CJ,20141001,20140716,,13603,CI,I,1,,,
1473419,ZP,970,7X,20111221,20110913,20111220,,FE,I,1,,,
1473424,ZP,514,SL,20141108,20140915,,1383,RD,C,1,,,
1473424,ZP,514,SL,20150929,20150807,,2893,RD,C,1,,,
1473454,Z,594,RL,20131019,20090610,20131009,1475,RD,I,1,,,
1473464,ZP,374,7X,20111015,20110630,20111014,,FE,I,1,,,
1473480,ZP,454,7X,20151022,20150708,20151021,,FE,I,1,,,
1473484,ZP,1,7X,20131212,20130916,20131211,,FE,C,1,,,
1473495,ZP,304,7X,20100506,20100119,20100505,,FE,I,1,,,
1473496,ZP,13,PC,20100921,20100323,20100907,270,CI,I,1,,,
1473496,ZP,7,PC,20140611,20140221,20140414,2092,CI,I,1,,,
1473496,ZP,118,7X,20110622,20110214,20110620,,FE,I,1,,,
1473507,ZP,186,PC,20100609,20091229,20100212,911,CI,I,2,,,
1473508,ZP,77,RL,20120418,20100325,20111202,3842,RD,I,1,,,
1473508,ZP,77,RL,20120131,20100126,20111202,2334,RD,I,1,,,
1473508,ZP,77,RL,20120131,20090626,20111202,4585,RD,I,1,,,
1473508,ZP,77,RL,20120131,20080827,20111202,4230,RD,I,1,,,
1473508,ZP,77,SL,20150127,20150114,,1200,RD,I,1,,,
1473508,ZP,77,RL,20111224,20110829,20111202,4196,RD,I,1,,,
1473514,ZP,376,SL,20100324,20091112,,1254,RD,I,1,,,
1473517,ZP,693,7X,20110113,20101006,20110112,,FE,C,1,,,
1473518,ZP,693,7X,20110113,20101006,20110112,,FE,C,1,,,
1473525,ZP,15W,7X,20151003,20130228,20151002,,FE,I,1,,,
1473528,ZP,26L,7X,20100108,20091009,20100106,,FE,C,1,,,
1473528,ZP,428,CJ,20120703,20100105,,7471,MU,C,1,,,
1473533,ZP,694,7X,20120328,20111220,20120327,,FE,C,1,,,
1473543,ZP,524,PC,20111201,20100126,20110729,1065,CI,I,1,,,
1473543,ZP,524,PC,20150225,20100413,20110907,1304,CI,I,1,,,
1473544,ZP,524,PC,20111201,20100126,20110729,1065,CI,I,1,,,
1473544,ZP,524,PC,20150225,20100413,20110907,1304,CI,I,1,,,
1473545,ZP,53,7X,20081024,20070726,20081022,,FE,I,1,,,
1473546,ZP,53,7X,20081024,20070726,20081022,,FE,I,1,,,
1473553,ZP,264,FT,20130817,20130617,,72645,RD,I,1,,,
1473553,ZP,264,SL,20141017,20140116,,15490,RD,C,1,,,
1473555,ZP,111,CJ,20140325,20110208,,513,CI,I,2,,,
1473560,ZP,350,7X,20151010,20150706,20151009,,FE,I,1,,,
1473561,ZP,203,7X,20140123,20131021,20140122,,FE,C,1,,,
1473565,ZP,85,SL,20160503,20160420,,3694,RD,I,1,,,
1473582,ZP,3,7X,20120724,20120402,20120723,,FE,I,1,,,
1473582,Z,497,CB,20111008,20100810,20120402,940,CI,I,1,,,
1473583,ZP,126,RL,20150227,20141113,20150220,208,RD,I,1,,,
1473584,ZP,7,PC,20160113,20130114,20140714,1026,RD,I,2,,,
1473604,ZP,609,CB,20091219,20091113,20100305,20777,CI,I,1,,,
1473604,ZP,609,CB,20091219,20091120,20100305,4029,CI,I,1,,,
1473604,ZP,186,7X,20100619,20100305,20100618,,FE,I,1,,,
1473612,ZP,301,CJ,20130212,20130108,,10000,CI,I,1,,,
1473617,ZP,5,CJ,20120922,20120917,,1090,CI,I,1,,,
1473617,ZP,5,CJ,20120711,20120703,,1164,CI,I,1,,,
1473617,ZP,30,SL,20101211,20101207,,1064,RD,I,1,,,
1473617,ZP,5,CJ,20101027,20101019,,1783,CI,I,1,,,
1473617,ZP,5,CJ,20100519,20100511,,1156,CI,I,1,,,
1473617,ZP,13,SL,20130409,20130228,,590,RD,I,1,,,
1473634,ZP,2,7X,20130605,20130228,20130604,,FE,C,1,,,
1473651,ZP,179,CJ,20150414,20150108,,1230,CI,I,1,,,
1473659,ZP,26,CB,20120222,20111026,20140227,4258,CI,I,1,,,
1473659,ZP,419,7X,20140611,20140227,20140610,,FE,I,1,,,
1473663,ZP,137,CJ,20140610,20130722,,1621,CI,I,1,,,
1473663,ZP,137,CJ,20140507,20131031,,975,CI,I,1,,,
1473663,ZP,137,CJ,20101105,20100928,,4850,CI,C,1,,,
1473663,ZP,439,7X,20101014,20100716,20101013,,FE,I,1,,,
1473663,ZP,137,PC,20150225,20140826,20150126,137,CI,I,2,,,
1473663,ZP,137,CJ,20141210,20140729,,710,CI,I,2,,,
1473663,ZP,137,PC,20141107,20140708,20141023,634,CI,I,1,,,
1473669,ZP,563,7X,20091015,20090701,20091014,,FE,C,1,,,
1473677,Z,124,CJ,20130410,20121129,,3532,CI,I,2,,,
1473683,ZP,25C,CJ,20140917,20140619,,2381,CI,I,1,,,
1473686,ZP,287,7X,20101130,20100826,20101129,,FE,I,1,,,
1473688,ZP,137,RL,20121121,20120112,20121022,2602,RD,I,1,,,
1473688,ZP,137,RL,20121121,20120517,20121022,3009,RD,I,1,,,
1473690,ZP,38,CJ,20100324,20100226,,1082,CI,I,1,,,
1473691,ZP,417,PC,20120601,20101116,20111031,242,CI,C,1,,,
1473697,ZP,323,PC,20160202,20121109,20150213,6648,MU,I,1,,,
1473697,ZP,323,CJ,20150408,20140617,,5312,MU,I,1,,,
1473703,ZP,24J,7X,20160518,20121205,20160517,,FE,I,1,,,
1473703,ZP,24J,3D,20121018,20100525,20121017,,FE,I,1,,,
1473709,ZP,352,PL,20120925,20090803,20110913,194,RD,C,1,,,
1473726,ZP,172,CJ,20111018,20110729,,346,CI,I,1,,,
1473728,ZP,57F,CJ,20140122,20120529,,934,CI,I,1,,,
1473728,ZP,57F,PC,20130723,20111220,20120105,644,CI,I,1,,,
1473729,Z,356,PL,20140903,20110426,20140430,432,RD,I,1,,,
1473736,ZP,16E,7X,20130529,20081031,20090217,,BK,C,1,,,
1473737,ZP,16E,7X,20130529,20081031,20090217,,BK,C,1,,,
1473741,ZP,143,RL,20120502,20090627,20120213,4889,RD,I,1,,,
1473753,ZP,76,7X,20140220,20131120,20140219,,FE,I,1,,,
1473760,ZP,15,PL,20130722,20110608,20110708,286,RD,C,1,,,
1473762,ZP,168,PL,20160811,20151105,20160418,602,RD,C,1,,,
1473762,ZP,79,PC,20100707,20100203,20100324,889,CI,I,1,,,
1473762,ZP,168,PL,20100930,20100810,20100920,369,RD,C,1,,,
1473762,ZP,168,PL,20160702,20150821,20160415,1093,RD,C,1,,,
1473763,ZP,219,CJ,20160527,20160422,,5071,CI,C,1,,,
1473778,ZP,35Q,7X,20090929,20090605,20090928,,FE,I,1,,,
1473781,ZP,5,CJ,20100415,20091214,,808,CI,C,1,,,
1473784,ZP,627,7X,20150423,20140917,20150422,,FE,C,1,,,
1473787,Z,952,PC,20120905,20110301,20110608,385,CI,I,1,,,
1473787,ZP,03F,7X,20120125,20110711,20120124,,FE,I,1,,,
1473792,ZP,53,7X,20140225,20131120,20140224,,FE,C,1,,,
1473798,ZP,172,CJ,20151009,20150811,,1062,CI,I,1,,,
1473798,ZP,172,CJ,20150521,20150310,,710,CI,I,1,,,
1473800,ZP,207,PC,20140107,20120309,20130429,2317,MU,I,1,,,
1473803,Z,406,SL,20121114,20120919,,5590,RD,I,1,,,
1473803,Z,406,SL,20130921,20130606,,1167,RD,I,1,,,
1473803,Z,406,SL,20131030,20130806,,1198,RD,I,1,,,
1473803,Z,406,SL,20131031,20130909,,979,RD,I,1,,,
1473803,Z,406,SL,20140820,20140703,,359,RD,I,1,,,
1473803,Z,406,SL,20140820,20140703,,359,RD,I,1,,,
1473803,Z,406,SL,20140529,20140505,,548,RD,I,1,,,
1473803,Z,406,SL,20140529,20140410,,602,RD,I,1,,,
1473803,Z,406,SL,20140524,20140310,,686,RD,I,1,,,
1473803,Z,406,SL,20140326,20140206,,507,RD,I,1,,,
1473803,Z,406,SL,20140326,20140206,,507,RD,I,1,,,
1473803,Z,406,SL,20140326,20140206,,2992,RD,I,1,,,
1473803,Z,406,RL,20140226,20131206,20140205,331,RD,I,1,,,
1473803,Z,406,SL,20140226,20131206,,475,RD,I,1,,,
1473803,Z,406,RL,20140226,20131107,20140205,976,RD,I,1,,,
1473803,Z,406,RL,20140226,20131014,20140205,952,RD,I,1,,,
1473820,ZP,311,PC,20160618,20150514,20160610,862,CI,I,1,,,
1473821,ZP,25A,PC,20121204,20120306,20120718,874,CI,C,1,,,
1473821,ZP,25A,PC,20101005,20100602,20100908,456,CI,C,1,,,
1473821,ZP,25A,PC,20160218,20150302,20160105,559,CI,C,1,,,
1473821,ZP,25A,PC,20140117,20130802,20140114,2442,CI,C,2,,,
1473821,ZP,25A,PC,20130625,20130222,20130614,212,CI,C,1,,,
1473822,ZP,25A,PC,20130625,20130222,20130614,212,CI,C,1,,,
1473822,ZP,25A,PC,20140117,20130802,20140114,2442,CI,C,2,,,
1473822,ZP,25A,PC,20160218,20150302,20160105,559,CI,C,1,,,
1473822,ZP,25A,PC,20101005,20100602,20100908,456,CI,C,1,,,
1473822,ZP,25A,PC,20121204,20120306,20120718,874,CI,C,1,,,
1473829,ZP,483,7X,20160210,20151027,20160209,,FE,I,1,,,
1473830,ZP,483,7X,20130801,20130410,20130730,,FE,I,1,,,
1473831,ZP,624,PC,20160603,20151118,20160315,1985,CI,I,1,,,
1473841,ZP,76,7X,20140918,20140510,20140917,,FE,I,1,,,
1473842,ZP,35P,3D,20140227,20140204,20140226,,FE,I,1,,,
1473845,ZP,471,7X,20081115,20080724,20081114,,FE,C,1,,,
1473850,ZP,218,7X,20080226,20071025,20080225,,FE,C,1,,,
1473851,ZP,218,7X,20080226,20071025,20080225,,FE,C,1,,,
1473869,ZP,819,CJ,20160217,20160129,,577,CI,C,1,,,
1473869,ZP,819,CJ,20160329,20151224,,160,CI,C,1,,,
1473869,ZP,830,3F,20160206,20160204,,,FE,C,1,,,
1473872,ZP,437,7X,20070217,20061113,20070215,,FE,I,1,,,
1473879,Z,10C,SL,20160615,20160321,,2882,RD,C,1,,,
1473885,ZP,2,7X,20101208,20100831,20101206,,FE,C,1,,,
1473886,Z,11J,RL,20140520,20140113,20140513,1359,RD,I,1,,,
1473890,Z,19T,SL,20130206,20130125,,7373,RD,I,1,,,
1473895,Z,430,CJ,20150131,20150114,,2417,CI,I,1,,,
1473901,ZP,418,7X,20110503,20110126,20110502,,FE,I,1,,,
1473905,ZP,82,7X,20120209,20110930,20120207,,FE,C,1,,,
1473907,ZP,437,CJ,20111007,20110909,,12231,CI,I,1,,,
1473908,ZP,108,7X,20130727,20130409,20130726,,FE,I,1,,,
1473910,ZP,24H,7X,20070817,20070430,20070815,,FE,C,1,,,
1473911,ZP,44,CJ,20140923,20140918,,1762,CI,I,1,,,
1473913,Z,24G,CJ,20140115,20131230,,10808,CI,C,1,,,
1473920,ZP,43,RL,20150626,20101101,20150512,670,RD,I,1,,,
1473920,ZP,43,RL,20150626,20101101,20150512,775,RD,I,1,,,
1473927,ZP,651,CB,20110628,20110224,20141204,1078,CI,I,1,,,
1473927,ZP,41,CB,20110416,20110125,20141204,287,CI,I,1,,,
1473927,ZP,831,PC,20130419,20101021,20130321,9610,CI,I,1,,,
1473927,ZP,830,7X,20150319,20141204,20150318,,FE,I,1,,,
1473927,ZP,41,CB,20150501,20140919,20141204,555,CI,I,1,,,
1473930,ZP,25N,RL,20111220,20100409,20111207,10032,RD,I,1,,,
1473932,ZP,01C,3F,20121113,20121112,,,FE,C,1,,,
1473932,ZP,01C,3D,20121102,20100827,20121101,,FE,I,1,,,
1473939,Z,92,CJ,20130223,20130125,,1497,CI,I,1,,,
1473941,ZP,34D,RL,20120605,20111004,20120524,27736,RD,I,1,,,
1473941,ZP,08H,PC,20131126,20130618,20130927,3366,CI,C,1,,,
1473943,ZP,10,CJ,20151212,20150713,,1645,CI,I,1,,,
1473950,ZP,974,RL,20140522,20110719,20140430,712,RD,I,1,,,
1473950,ZP,974,RL,20121206,20120109,20121128,113,RD,I,1,,,
1473950,ZP,970,7X,20090114,20080815,20090113,,FE,I,1,,,
1473953,ZP,82,CJ,20130226,20121220,,1836,CI,I,2,,,
1473953,ZP,82,PC,20140318,20131002,20140304,770,CI,C,1,,,
1473953,ZP,82,PC,20130103,20120821,20121205,672,CI,I,1,,,
1473964,ZP,15P,7X,20130904,20130529,20130830,,FE,C,1,,,
1473965,ZP,15P,7X,20130904,20130529,20130830,,FE,C,1,,,
1473970,ZP,830,7X,20140313,20131115,20140312,,FE,I,1,,,
1473970,ZP,19,CB,20130702,20130416,20131115,2483,CI,I,1,,,
1473970,ZP,816,CJ,20150630,20150514,,632,CI,I,1,,,
1473971,ZP,151,CJ,20160120,20150819,,1050,CI,I,1,,,
1473972,ZP,297,CJ,20101210,20101115,,4442,CI,C,1,,,
1473981,Z,545,RL,20150922,20140320,20150723,1075,RD,I,1,,,
1473981,Z,406,RL,20160510,20150126,20160422,451,RD,I,1,,,
1473981,Z,545,RL,20160504,20140407,20160419,1527,RD,I,1,,,
1473985,ZP,143,SL,20100629,20100614,,686,RD,I,1,,,
1473985,ZP,143,SL,20100623,20100610,,172,RD,I,1,,,
1473985,ZP,143,FT,20100720,20100708,,1108,RD,I,1,,,
1473989,ZP,2,7X,20160303,20140718,20160302,,FE,I,1,,,
1473998,ZP,4,PC,20110503,20110307,20110426,432,CI,I,1,,,
1474002,ZP,103,SL,20110622,20110616,,408,RD,I,1,,,
1474014,ZP,20H,CJ,20101112,20100812,,920,CI,I,1,,,
1474015,ZP,447,CJ,20120523,20110125,,6469,CI,C,1,,,
1474018,ZP,5,RL,20120214,20100512,20110121,1948,RD,C,1,,,
1474022,ZP,157,PC,20130308,20120820,20130215,2011,CI,I,1,,,
1474030,ZP,110,CJ,20160421,20160419,,5274,CI,I,2,,,
1474030,ZP,411,7F,20160622,20160621,,,FE,I,1,,,
1474045,Z,92,CJ,20160514,20160412,,675,CI,I,1,,,
1474045,Z,92,PC,20151106,20150804,20150928,1739,CI,C,1,,,
1474045,Z,92,PC,20150422,20141112,20150331,330,CI,I,1,,,
1474058,ZP,65,CJ,20100818,20100817,,360,CI,I,1,,,
1474065,ZP,830,7X,20101230,20100924,20101229,,FE,I,1,,,
1474068,ZP,49,FT,20100928,20100920,,1762,RD,I,1,,,
1474074,ZP,26P,3D,20120914,20120824,20120913,,FE,I,1,,,
1474076,ZP,192,TL,20150825,20150710,,878,RD,C,1,,,
1474076,ZP,192,TL,20141216,20141016,,895,RD,C,1,,,
1474076,ZP,192,RL,20131016,20120711,20130703,773,RD,C,1,,,
1474076,ZP,192,TL,20160412,20160322,,862,RD,C,1,,,
1474084,ZP,112,CJ,20101208,20100907,,4094,CI,I,1,,,
1474085,ZP,419,7X,20150916,20150620,20150915,,FE,I,1,,,
1474088,ZP,83,FT,20150420,20100621,,19518,RD,I,1,,,
1474090,ZP,51,CJ,20130709,20100726,,305,CI,I,1,,,
1474095,Z,24,SL,20140530,20140506,,1016,RD,I,1,,,
1474095,ZP,1,7X,20120905,20120518,20120904,,FE,I,1,,,
1474095,Z,24,SL,20140716,20140702,,1549,RD,I,1,,,
1474110,ZP,381,7X,20080807,20080305,20080806,,FE,I,1,,,
1474113,ZP,541,PC,20141029,20110630,20131217,589,CI,I,1,,,
1474117,ZP,155,CJ,20130213,20130102,,387,CI,I,1,,,
1474120,ZP,456,CB,20121002,20110921,20111129,1574,CI,I,1,,,
1474120,ZP,563,7X,20120315,20111129,20120314,,FE,I,1,,,
1474132,ZP,308,7X,20110113,20100928,20110112,,FE,I,1,,,
1474142,ZP,26P,7X,20140128,20130715,20140127,,FE,C,1,,,
1474142,ZP,25R,TL,20130312,20130213,,464,RD,C,1,,,
1474142,ZP,26P,3D,20120929,20111130,20120928,,FE,C,1,,,
1474151,ZP,373,7X,20131228,20130930,20131226,,FE,C,1,,,
1474160,ZP,34G,CJ,20110615,20110429,,390,SU,I,1,,,
1474161,Z,495,PC,20121116,20100728,20101213,1020,CI,I,2,,,
1474161,ZP,496,SL,20140607,20140522,,1269,RD,I,1,,,
